loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_state,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,exception_required,exception_type
LN002346,31,2024-08-01,2022-02-01,30,330,192212.72,175661.06911111152,5.626,800+,80-90%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002346,32,2024-09-01,2022-02-01,31,329,192212.72,175127.1448888893,5.626,800+,80-90%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002346,33,2024-10-01,2022-02-01,32,328,192212.72,174593.2206666671,5.626,800+,80-90%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002346,34,2024-11-01,2022-02-01,33,327,192212.72,174059.2964444449,5.626,800+,80-90%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN002346,35,2024-12-01,2022-02-01,34,326,192212.72,173525.37222222268,5.626,800+,80-90%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,1,2024-01-01,2024-01-01,0,360,402407.34,401289.5418333334,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,2,2024-02-01,2024-01-01,1,359,402407.34,400171.74366666673,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,3,2024-03-01,2024-01-01,2,358,402407.34,399053.9455000001,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,4,2024-04-01,2024-01-01,3,357,402407.34,397936.14733333344,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,1,delinquency_status_conflict
LN002347,5,2024-05-01,2024-01-01,4,356,402407.34,396818.3491666668,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,6,2024-06-01,2024-01-01,5,355,402407.34,395700.55100000015,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,7,2024-07-01,2024-01-01,6,354,402407.34,394582.7528333335,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,8,2024-08-01,2024-01-01,7,353,402407.34,393464.95466666686,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,9,2024-09-01,2024-01-01,8,352,402407.34,392347.1565000002,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,10,2024-10-01,2024-01-01,9,351,402407.34,391229.35833333357,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,11,2024-11-01,2024-01-01,10,350,402407.34,390111.5601666669,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002347,12,2024-12-01,2024-01-01,11,349,402407.34,388993.7620000003,3.597,750-799,90-95%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,1,2022-03-01,2022-03-01,0,360,174214.36,173730.43122222222,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,2,2022-04-01,2022-03-01,1,359,174214.36,173246.50244444446,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2022-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,3,2022-05-01,2022-03-01,2,358,174214.36,172762.5736666667,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,4,2022-06-01,2022-03-01,3,357,174214.36,172278.64488888893,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-06-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN002348,5,2022-07-01,2022-03-01,4,356,174214.36,171794.71611111116,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-07-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN002348,6,2022-08-01,2022-03-01,5,355,174214.36,171310.7873333334,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-08-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN002348,7,2022-09-01,2022-03-01,6,354,174214.36,170826.85855555563,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-09-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN002348,8,2022-10-01,2022-03-01,7,353,174214.36,170342.92977777787,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-10-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN002348,9,2022-11-01,2022-03-01,8,352,174214.36,169859.0010000001,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-11-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN002348,10,2022-12-01,2022-03-01,9,351,174214.36,169375.07222222234,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,30 DPD,30,False,False,False,None,2022-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,11,2023-01-01,2022-03-01,10,350,174214.36,168891.14344444458,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,12,2023-02-01,2022-03-01,11,349,174214.36,168407.2146666668,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,13,2023-03-01,2022-03-01,12,348,174214.36,167923.28588888905,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,14,2023-04-01,2022-03-01,13,347,174214.36,167439.35711111128,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,15,2023-05-01,2022-03-01,14,346,174214.36,166955.42833333352,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,16,2023-06-01,2022-03-01,15,345,174214.36,166471.49955555575,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,17,2023-07-01,2022-03-01,16,344,174214.36,165987.570777778,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-07-16,PrimaryCore,Complete,Current,0,0,0,1,0,None
LN002348,18,2023-08-01,2022-03-01,17,343,174214.36,165503.64200000023,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-08-16,PrimaryCore,Complete,Current,0,0,0,1,0,None
LN002348,19,2023-09-01,2022-03-01,18,342,174214.36,165019.71322222246,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,20,2023-10-01,2022-03-01,19,341,174214.36,164535.7844444447,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002348,21,2023-11-01,2022-03-01,20,340,174214.36,164051.85566666693,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-11-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN002348,22,2023-12-01,2022-03-01,21,339,174214.36,163567.92688888917,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN002348,23,2024-01-01,2022-03-01,22,338,174214.36,163083.9981111114,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,1,0,0,0,None
LN002348,24,2024-02-01,2022-03-01,23,337,174214.36,162600.06933333364,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,1,0,0,1,document_gap
LN002348,25,2024-03-01,2022-03-01,24,336,174214.36,162116.14055555587,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,1,0,0,0,0,None
LN002348,26,2024-04-01,2022-03-01,25,335,174214.36,161632.2117777781,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,1,0,0,0,0,None
LN002348,27,2024-05-01,2022-03-01,26,334,174214.36,161148.28300000035,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,30 DPD,1,0,0,0,0,None
LN002348,28,2024-06-01,2022-03-01,27,333,174214.36,160664.35422222258,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,30 DPD,30,False,False,False,None,2024-06-16,PrimaryCore,Missing_Doc,Prepaid,0,0,0,0,0,None
LN002348,29,2024-07-01,2022-03-01,28,332,174214.36,0.0,5.379,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Prepaid,0,False,True,False,None,2024-07-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN002349,1,2022-08-01,2022-08-01,0,360,192400.13,191865.68519444444,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,2,2022-09-01,2022-08-01,1,359,192400.13,191331.24038888887,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2022-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,3,2022-10-01,2022-08-01,2,358,192400.13,190796.7955833333,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,4,2022-11-01,2022-08-01,3,357,192400.13,190262.35077777773,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,5,2022-12-01,2022-08-01,4,356,192400.13,189727.90597222216,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,6,2023-01-01,2022-08-01,5,355,192400.13,189193.4611666666,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-01-16,PrimaryCore,Complete,Current,0,0,0,0,1,stale_servicer_update
LN002349,7,2023-02-01,2022-08-01,6,354,192400.13,188659.01636111102,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,8,2023-03-01,2022-08-01,7,353,192400.13,188124.57155555545,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002349,9,2023-04-01,2022-08-01,8,352,192400.13,187590.12674999988,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-04-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,None
LN002349,10,2023-05-01,2022-08-01,9,351,192400.13,0.0,7.185,750-799,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family,Servicer B,Prepaid,0,False,True,False,None,2023-05-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN002350,1,2024-09-01,2024-09-01,0,360,305502.71,304654.09136111115,5.642,700-749,60-70%,30-40%,PA,Purchase,Owner-Occupied,Condo,Servicer B,30 DPD,30,False,False,False,None,2024-09-16,PrimaryCore,Complete,30 DPD,1,0,0,0,0,None
LN002350,2,2024-10-01,2024-09-01,1,359,305502.71,303805.4727222223,5.642,700-749,60-70%,30-40%,PA,Purchase,Owner-Occupied,Condo,Servicer C,30 DPD,30,False,False,False,None,2024-10-16,PrimaryCore,Complete,30 DPD,1,0,0,0,0,None
LN002350,3,2024-11-01,2024-09-01,2,358,305502.71,302956.8540833334,5.642,700-749,60-70%,30-40%,PA,Purchase,Owner-Occupied,Condo,Servicer A,30 DPD,30,False,False,False,None,2024-11-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,None
LN002350,4,2024-12-01,2024-09-01,3,357,305502.71,0.0,5.642,700-749,60-70%,30-40%,PA,Purchase,Owner-Occupied,Condo,Servicer A,Prepaid,0,False,True,False,None,2024-12-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN002351,1,2024-11-01,2024-11-01,0,360,268014.03,267269.54658333334,5.264,<600,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002351,2,2024-12-01,2024-11-01,1,359,268014.03,266525.06316666666,5.264,<600,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,1,2022-06-01,2022-06-01,0,360,379615.74,378561.25183333334,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,2,2022-07-01,2022-06-01,1,359,379615.74,377506.7636666667,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,3,2022-08-01,2022-06-01,2,358,379615.74,376452.27550000005,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2022-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,4,2022-09-01,2022-06-01,3,357,379615.74,375397.7873333334,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,5,2022-10-01,2022-06-01,4,356,379615.74,374343.29916666675,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2022-10-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN002352,6,2022-11-01,2022-06-01,5,355,379615.74,373288.8110000001,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2022-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,7,2022-12-01,2022-06-01,6,354,379615.74,372234.32283333346,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2022-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,8,2023-01-01,2022-06-01,7,353,379615.74,371179.8346666668,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,9,2023-02-01,2022-06-01,8,352,379615.74,370125.34650000016,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,10,2023-03-01,2022-06-01,9,351,379615.74,369070.8583333335,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-03-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN002352,11,2023-04-01,2022-06-01,10,350,379615.74,368016.37016666686,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-04-16,PrimaryCore,Complete,Current,0,0,0,1,0,None
LN002352,12,2023-05-01,2022-06-01,11,349,379615.74,366961.8820000002,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-05-16,PrimaryCore,Complete,Current,0,0,0,1,0,None
LN002352,13,2023-06-01,2022-06-01,12,348,379615.74,365907.39383333357,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-06-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,None
LN002352,14,2023-07-01,2022-06-01,13,347,379615.74,364852.9056666669,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,15,2023-08-01,2022-06-01,14,346,379615.74,363798.4175000003,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2023-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,16,2023-09-01,2022-06-01,15,345,379615.74,362743.9293333336,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,17,2023-10-01,2022-06-01,16,344,379615.74,361689.441166667,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,18,2023-11-01,2022-06-01,17,343,379615.74,360634.9530000003,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,19,2023-12-01,2022-06-01,18,342,379615.74,359580.4648333337,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,20,2024-01-01,2022-06-01,19,341,379615.74,358525.97666666703,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,21,2024-02-01,2022-06-01,20,340,379615.74,357471.4885000004,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002352,22,2024-03-01,2022-06-01,21,339,379615.74,356417.00033333374,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,None
LN002352,23,2024-04-01,2022-06-01,22,338,379615.74,0.0,2.955,600-649,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Prepaid,0,False,True,False,None,2024-04-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN002353,1,2023-11-01,2023-11-01,0,360,344735.27,343777.6720277778,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,2,2023-12-01,2023-11-01,1,359,344735.27,342820.0740555556,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,3,2024-01-01,2023-11-01,2,358,344735.27,341862.47608333343,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,4,2024-02-01,2023-11-01,3,357,344735.27,340904.87811111123,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,5,2024-03-01,2023-11-01,4,356,344735.27,339947.28013888904,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,6,2024-04-01,2023-11-01,5,355,344735.27,338989.68216666684,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,None,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,7,2024-05-01,2023-11-01,6,354,344735.27,338032.08419444464,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002353,8,2024-06-01,2023-11-01,7,353,344735.27,337074.48622222245,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,None
LN002353,9,2024-07-01,2023-11-01,8,352,344735.27,0.0,7.084,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family,Servicer A,Prepaid,0,False,True,False,None,2024-07-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,None
LN002354,1,2024-01-01,2024-01-01,0,360,313820.14,312948.4173888889,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-01-16,PrimaryCore,Complete,Current,1,1,0,0,0,None
LN002354,2,2024-02-01,2024-01-01,1,359,313820.14,312076.69477777777,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer C,Current,0,False,False,False,None,2024-02-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN002354,3,2024-03-01,2024-01-01,2,358,313820.14,311204.97216666664,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer A,30 DPD,30,False,False,False,None,2024-03-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN002354,4,2024-04-01,2024-01-01,3,357,313820.14,310333.2495555555,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer A,30 DPD,30,False,False,False,None,2024-04-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,None
LN002354,5,2024-05-01,2024-01-01,4,356,313820.14,309461.5269444444,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer C,30 DPD,30,False,False,False,None,2024-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002354,6,2024-06-01,2024-01-01,5,355,313820.14,308589.8043333333,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002354,7,2024-07-01,2024-01-01,6,354,313820.14,307718.08172222215,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2024-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002354,8,2024-08-01,2024-01-01,7,353,313820.14,306846.359111111,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer A,Current,0,False,False,False,None,2024-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
LN002354,9,2024-09-01,2024-01-01,8,352,313820.14,305974.6364999999,6.674,700-749,90-95%,40-50%,OH,Purchase,Owner-Occupied,Condo,Servicer B,Current,0,False,False,False,None,2024-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,None
