loan_id,reporting_month,current_balance,current_status,last_updated_at,source_system
LN004964,2025-01-01,271970.23386458185,Current,2025-01-11,ServicerSecondary
LN001707,2025-04-01,202233.266911389,Current,2025-04-11,ServicerSecondary
LN004848,2025-04-01,210258.77782666753,Current,2025-04-11,ServicerSecondary
LN002119,2025-05-01,0.0,Prepaid,2025-05-11,ServicerSecondary
LN001429,2025-05-01,316310.6247899168,Current,2025-05-11,ServicerSecondary
LN004685,2025-03-01,203251.56574708232,Current,2025-03-11,ServicerSecondary
LN002502,2025-06-01,231938.2826192625,Current,2025-06-11,ServicerSecondary
LN002480,2025-03-01,213885.54624151072,Current,2025-03-11,ServicerSecondary
LN002091,2025-05-01,354264.9365239435,Current,2025-05-11,ServicerSecondary
LN004059,2025-03-01,223965.37252394046,Current,2025-03-11,ServicerSecondary
LN001469,2025-04-01,99773.25858650976,Current,2025-04-11,ServicerSecondary
LN002813,2025-02-01,298704.18913264706,Current,2025-02-11,ServicerSecondary
LN001986,2025-02-01,367483.5686533446,Current,2025-02-11,ServicerSecondary
LN000059,2025-06-01,149801.33722551863,Current,2025-06-11,ServicerSecondary
LN004871,2025-05-01,159226.7637650934,Current,2025-05-11,ServicerSecondary
LN001277,2025-05-01,191725.2024468459,Current,2025-05-11,ServicerSecondary
LN001617,2025-06-01,312347.37926091556,Current,2025-06-11,ServicerSecondary
LN001588,2025-03-01,351636.16358318244,Current,2025-03-11,ServicerSecondary
LN002054,2025-03-01,110266.88568153049,Current,2025-03-11,ServicerSecondary
LN003745,2025-06-01,240820.9128845664,Current,2025-06-11,ServicerSecondary
LN004802,2025-01-01,413576.6730746634,Current,2025-01-11,ServicerSecondary
LN000131,2025-02-01,308994.8515268531,Current,2025-02-11,ServicerSecondary
LN001138,2025-06-01,318599.7134261621,90+ DPD,2025-06-11,ServicerSecondary
LN000268,2025-01-01,0.0,Prepaid,2025-01-11,ServicerSecondary
LN000991,2025-02-01,260657.93165013945,Current,2025-02-11,ServicerSecondary
LN004048,2025-01-01,386010.8364507194,Current,2025-01-11,ServicerSecondary
LN003266,2025-04-01,309775.231339246,Current,2025-04-11,ServicerSecondary
LN004503,2025-02-01,385805.9314625773,Current,2025-02-11,ServicerSecondary
LN001997,2025-01-01,394046.26073004486,Current,2025-01-11,ServicerSecondary
LN000627,2025-04-01,439912.27953717427,Current,2025-04-11,ServicerSecondary
LN002208,2025-02-01,100130.60307614694,Current,2025-02-11,ServicerSecondary
LN001028,2025-04-01,221051.37359439535,Current,2025-04-11,ServicerSecondary
LN001215,2025-01-01,268376.61102910346,Current,2025-01-11,ServicerSecondary
LN004096,2025-03-01,325062.66004019225,Current,2025-03-11,ServicerSecondary
LN001952,2025-04-01,341868.6602320685,Current,2025-04-11,ServicerSecondary
LN003976,2025-02-01,432005.5850305362,Current,2025-02-11,ServicerSecondary
LN000274,2025-03-01,279856.5341644424,Current,2025-03-11,ServicerSecondary
LN003461,2025-02-01,350826.110605769,Current,2025-02-11,ServicerSecondary
LN000017,2025-03-01,120118.10055728546,Current,2025-03-11,ServicerSecondary
LN000227,2025-01-01,316915.1903046196,Current,2025-01-11,ServicerSecondary
LN001316,2025-05-01,0.0,Prepaid,2025-05-11,ServicerSecondary
LN000116,2025-02-01,256078.29017418987,60 DPD,2025-02-11,ServicerSecondary
LN001903,2025-03-01,163370.87994334,Current,2025-03-11,ServicerSecondary
LN002685,2025-01-01,142066.59668890224,Current,2025-01-11,ServicerSecondary
LN002824,2025-01-01,346553.72826755955,Current,2025-01-11,ServicerSecondary
LN000272,2025-03-01,388336.342340228,Current,2025-03-11,ServicerSecondary
LN003440,2025-02-01,348968.43370977946,Current,2025-02-11,ServicerSecondary
LN001237,2025-02-01,431187.7289446916,Current,2025-02-11,ServicerSecondary
LN004054,2025-02-01,405918.8337458771,Current,2025-02-11,ServicerSecondary
LN001245,2025-02-01,324504.9820223574,90+ DPD,2025-02-11,ServicerSecondary
LN000617,2025-01-01,326452.58058299555,Current,2025-01-11,ServicerSecondary
LN001577,2025-01-01,294726.2224125122,Current,2025-01-11,ServicerSecondary
